,event_date,event_name,num_flooded,WDF2,WSF2,AWDR,AWND,WGF6,ht,hht,lt,llt,r15_td,rhr_td,td_av,gw_av,r15mx,rhrmx,rd,r3d
90,2010-11-02,,0.0,30.0,19.0,45.0,11.05,11.05,1.7665,1.993,-0.735,-0.735,,,0.583902083334,2.57734345238,0.0,-6.11490025281e-16,0.0,-6.93166588943e-16
91,2010-11-03,,0.0,55.0,12.55,78.0,6.6,6.6,2.113,2.1915,-0.958,-1.014,0.457208333333,0.596666666667,0.64874375,2.59231349206,0.01,0.01875,0.0241666666667,-6.93166588943e-16
92,2010-11-04,,0.0,280.0,17.45,274.0,6.45,6.45,2.641,2.7645,-0.843,-0.878,-0.254802083333,-0.0636458333336,1.00890625,2.69554246032,0.03875,0.09375,0.170833333333,0.0241666666667
93,2010-11-05,,0.0,285.0,15.55,304.0,5.55,5.55,2.164,3.1,-0.3545,-0.689,-0.165375,-0.306,1.09030833334,2.77348968254,0.02125,0.06,0.0891666666667,0.195
94,2010-11-06,,0.0,20.0,20.45,12.0,13.4,13.4,1.89,2.917,-0.9105,-0.9285,,,0.7637875,2.63571329365,0.0,-6.147426318e-16,0.0,0.284166666667
95,2010-11-07,,0.0,180.0,22.9,344.0,11.4,11.4,1.6125,2.695,-0.953,-1.014,,,0.649510416667,2.56668115079,0.0,-6.147426318e-16,0.0,0.26
96,2010-11-08,,0.0,285.0,16.0,282.0,7.25,7.25,1.5635,2.111,-1.2155,-1.2945,,,0.274902083333,2.58813333333,0.0,-6.147426318e-16,0.0,0.0891666666667
97,2010-11-09,,0.0,350.0,21.0,357.0,7.7,7.7,2.4985,2.4985,-0.6315,-0.7495,,,0.690416666666,2.53217678571,0.0,-6.147426318e-16,0.0,-6.99671801977e-16
98,2010-11-10,,0.0,35.0,19.0,10.0,10.5,10.5,1.952,2.718,0.074,-0.0955,,,1.13250208334,2.46595099206,0.0,-6.147426318e-16,0.0,-6.99671801977e-16
99,2010-11-11,,0.0,15.0,20.45,27.0,13.55,13.55,2.0835,3.177,1.0515,0.5495,,,1.75024791667,2.40018373016,0.0,-6.147426318e-16,0.0,-6.99671801977e-16
100,2010-11-12,,0.0,15.0,20.9,21.0,13.65,13.65,2.848,3.435,1.319,1.2285,,,2.21463125,2.38297301587,0.0,-6.147426318e-16,0.0,-6.99671801977e-16
101,2010-11-13,,0.0,25.0,18.45,16.0,7.75,7.75,2.8935,2.902,1.0305,0.6215,,,1.83497708333,2.39710277778,0.0,-6.147426318e-16,0.0,-6.99671801977e-16
102,2010-11-14,,0.0,30.0,8.9,151.0,2.9,2.9,2.362,2.1805,0.4725,0.0,0.06475,0.06475,1.27231041666,2.40102976191,0.00125,0.00125,0.000833333333333,-6.99671801977e-16
103,2010-11-15,,0.0,205.0,10.5,207.0,4.6,4.6,1.962,1.962,0.0855,0.041,1.89583333333,1.89583333333,1.02854375,2.37622361111,0.00125,0.00125,0.000833333333333,0.000833333333333
104,2010-11-16,,0.0,175.0,18.0,174.0,7.6,7.6,1.971,1.971,0.0345,-0.3825,1.689,1.11901190476,0.972341666667,2.3657531746,0.00875,0.015,0.0208333333333,0.00166666666667
105,2010-11-17,,0.0,265.0,29.55,261.0,9.25,9.25,1.3905,1.3905,-0.579,-0.719,0.56878125,0.454854166667,0.4825875,2.36547797619,0.0475,0.05125,0.0525,0.0225
